price,cost,sales,profit,inventory,delivery_days,category,material,color,location,season,store_type,revenue
480,277,18,203,10,23,Desk,Metal,Brown,Urban,Spring,Online,8640
826,541,20,285,9,28,Desk,Marble,Brown,Suburban,Fall,Retail,16520
566,313,14,253,6,32,Desk,Glass,Red,Rural,Spring,Online,7924
798,537,15,261,7,46,Desk,Marble,Red,Suburban,Fall,Retail,11970
753,453,17,300,12,30,Desk,Wood,White,Rural,Fall,Retail,12801
586,332,15,254,7,38,Desk,Wood,Green,Rural,Summer,Online,8790
717,436,10,281,2,33,Desk,Wood,White,Rural,Winter,Online,7170
573,333,15,240,9,31,Desk,Glass,Red,Suburban,Spring,Online,8595
822,522,19,300,13,36,Desk,Marble,Red,Rural,Fall,Retail,15618
706,469,16,237,9,39,Desk,Marble,Green,Urban,Fall,Online,11296
838,519,13,319,4,28,Desk,Marble,Red,Rural,Fall,Retail,10894
469,272,14,197,8,29,Desk,Metal,Blue,Urban,Spring,Retail,6566
767,434,25,333,13,18,Desk,Wood,Brown,Urban,Summer,Retail,19175
551,305,18,246,10,24,Desk,Metal,Green,Urban,Summer,Online,9918
585,313,18,272,11,31,Desk,Glass,White,Suburban,Spring,Online,10530
669,370,9,299,7,26,Desk,Wood,Red,Rural,Winter,Online,6021
701,425,19,276,13,32,Desk,Wood,Green,Suburban,Fall,Online,13319
655,389,22,266,13,27,Desk,Glass,Black,Urban,Fall,Online,14410
795,494,19,301,12,47,Desk,Marble,Black,Urban,Fall,Retail,15105
576,336,16,240,8,31,Desk,Metal,Brown,Rural,Spring,Retail,9216
762,428,17,334,9,24,Desk,Wood,Black,Rural,Summer,Retail,12954
837,548,11,289,7,35,Desk,Marble,Brown,Urban,Winter,Online,9207
999,631,15,368,6,29,Desk,Marble,Brown,Suburban,Winter,Retail,14985
635,353,23,282,10,35,Desk,Wood,White,Suburban,Fall,Online,14605
337,184,15,153,7,28,Chair,Metal,Green,Urban,Spring,Online,5055
556,308,15,248,9,24,Desk,Metal,Black,Rural,Spring,Retail,8340
801,513,18,288,6,38,Desk,Marble,Brown,Rural,Fall,Retail,14418
345,176,26,169,14,9,Desk,Plastic,Black,Suburban,Summer,Online,8970
373,193,22,180,11,19,Desk,Plastic,White,Urban,Fall,Online,8206
700,398,10,302,7,24,Desk,Wood,Blue,Rural,Winter,Online,7000
365,175,20,190,12,15,Desk,Plastic,White,Urban,Winter,Online,7300
681,404,8,277,1,32,Desk,Wood,Green,Suburban,Winter,Retail,5448
230,108,19,122,8,15,Chair,Plastic,Blue,Rural,Summer,Online,4370
681,384,14,297,8,29,Desk,Wood,Blue,Rural,Fall,Retail,9534
356,166,17,190,10,8,Desk,Plastic,Brown,Rural,Spring,Online,6052
763,431,8,332,1,24,Desk,Wood,Green,Rural,Winter,Online,6104
731,437,11,294,5,32,Desk,Wood,Red,Urban,Winter,Online,8041
537,315,18,222,9,21,Desk,Glass,Brown,Suburban,Fall,Retail,9666
910,569,18,341,13,45,Desk,Marble,White,Suburban,Spring,Online,16380
286,152,19,134,11,24,Chair,Metal,Red,Suburban,Spring,Retail,5434
199,99,22,100,11,14,Chair,Plastic,Green,Rural,Summer,Retail,4378
507,299,22,208,9,15,Desk,Metal,Blue,Urban,Summer,Online,11154
643,362,18,281,10,33,Desk,Glass,Black,Suburban,Winter,Retail,11574
601,348,14,253,9,16,Desk,Glass,Green,Suburban,Spring,Retail,8414
344,160,18,184,8,3,Desk,Plastic,Blue,Urban,Fall,Online,6192
580,316,23,264,14,28,Desk,Metal,Brown,Urban,Fall,Online,13340
590,318,24,272,11,26,Desk,Metal,Black,Urban,Fall,Online,14160
355,178,13,177,9,15,Desk,Plastic,Red,Rural,Winter,Retail,4615
706,388,24,318,17,27,Desk,Wood,Black,Suburban,Summer,Online,16944
765,494,14,271,6,28,Desk,Marble,Green,Rural,Spring,Retail,10710
641,373,19,268,10,27,Desk,Wood,Blue,Suburban,Summer,Retail,12179
559,301,25,258,15,16,Desk,Glass,Black,Suburban,Summer,Online,13975
939,602,18,337,9,44,Desk,Marble,Brown,Suburban,Spring,Retail,16902
626,388,16,238,8,22,Desk,Wood,White,Rural,Winter,Retail,10016
349,173,15,176,7,13,Desk,Plastic,White,Suburban,Winter,Online,5235
760,504,18,256,11,38,Desk,Marble,Red,Suburban,Fall,Online,13680
521,301,7,220,4,30,Desk,Metal,Green,Suburban,Winter,Online,3647
413,188,25,225,16,19,Desk,Plastic,Brown,Suburban,Fall,Retail,10325
502,256,17,246,10,25,Desk,Glass,Black,Rural,Spring,Online,8534
568,336,26,232,13,27,Desk,Glass,Brown,Urban,Fall,Online,14768
474,281,19,193,8,17,Desk,Metal,White,Suburban,Fall,Online,9006
488,284,29,204,16,20,Desk,Metal,Black,Suburban,Fall,Retail,14152
873,530,22,343,12,45,Desk,Marble,White,Rural,Fall,Retail,19206
636,366,11,270,6,35,Desk,Wood,Blue,Urban,Spring,Online,6996
592,328,22,264,11,29,Desk,Wood,Brown,Urban,Fall,Retail,13024
349,170,11,179,3,14,Desk,Plastic,Blue,Rural,Winter,Retail,3839
761,446,18,315,10,33,Desk,Wood,Brown,Suburban,Fall,Retail,13698
205,99,18,106,13,13,Chair,Plastic,Blue,Rural,Winter,Online,3690
555,303,14,252,10,28,Desk,Metal,Black,Rural,Winter,Retail,7770
559,300,26,259,16,14,Desk,Metal,Black,Rural,Summer,Retail,14534
574,318,25,256,10,13,Desk,Metal,Brown,Suburban,Summer,Retail,14350
564,299,21,265,9,13,Desk,Metal,White,Suburban,Spring,Retail,11844
412,207,25,205,14,8,Desk,Plastic,White,Suburban,Summer,Retail,10300
832,549,14,283,9,32,Desk,Marble,Blue,Rural,Summer,Online,11648
925,606,18,319,9,50,Desk,Marble,Blue,Urban,Summer,Online,16650
491,275,13,216,5,28,Desk,Metal,Green,Suburban,Spring,Online,6383
547,313,8,234,4,25,Desk,Glass,Green,Rural,Winter,Online,4376
335,167,19,168,12,16,Desk,Plastic,Red,Rural,Summer,Retail,6365
385,180,11,205,6,12,Desk,Plastic,Blue,Rural,Winter,Online,4235
635,361,14,274,7,26,Desk,Wood,Green,Suburban,Spring,Online,8890
389,190,19,199,11,19,Desk,Plastic,Black,Suburban,Spring,Retail,7391
897,553,16,344,8,50,Desk,Marble,White,Rural,Fall,Online,14352
371,157,16,214,4,24,Desk,Plastic,Blue,Rural,Spring,Retail,5936
872,541,16,331,10,39,Desk,Marble,Red,Rural,Summer,Retail,13952
338,185,23,153,16,10,Chair,Metal,Green,Suburban,Summer,Online,7774
535,276,23,259,11,37,Desk,Metal,Black,Rural,Summer,Retail,12305
799,501,10,298,7,39,Desk,Marble,Brown,Rural,Winter,Online,7990
542,329,21,213,12,40,Desk,Glass,Red,Suburban,Summer,Online,11382
506,268,14,238,10,18,Desk,Metal,Black,Suburban,Winter,Online,7084
384,178,14,206,6,14,Desk,Plastic,Green,Rural,Summer,Online,5376
895,593,16,302,10,26,Desk,Marble,Red,Rural,Summer,Online,14320
834,526,12,308,5,47,Desk,Marble,Red,Urban,Spring,Online,10008
758,477,22,281,11,41,Desk,Wood,Brown,Suburban,Fall,Retail,16676
788,486,7,302,5,46,Desk,Marble,Blue,Suburban,Winter,Retail,5516
749,439,18,310,11,33,Desk,Wood,Black,Urban,Winter,Retail,13482
383,192,21,191,10,17,Desk,Plastic,Green,Suburban,Summer,Retail,8043
787,493,11,294,10,36,Desk,Marble,White,Rural,Winter,Retail,8657
731,436,25,295,14,31,Desk,Wood,Brown,Urban,Fall,Retail,18275
796,447,14,349,10,37,Desk,Marble,Blue,Suburban,Fall,Online,11144
354,193,17,161,8,10,Desk,Plastic,Blue,Rural,Summer,Retail,6018
430,227,6,203,4,21,Desk,Metal,Blue,Rural,Winter,Online,2580
677,440,12,237,6,48,Desk,Marble,Red,Suburban,Winter,Retail,8124
705,393,12,312,7,25,Desk,Wood,Green,Suburban,Winter,Retail,8460
475,266,17,209,9,23,Desk,Metal,Red,Rural,Spring,Online,8075
518,287,15,231,7,22,Desk,Glass,Blue,Urban,Spring,Online,7770
575,314,17,261,13,21,Desk,Glass,White,Suburban,Winter,Online,9775
654,386,17,268,8,27,Desk,Wood,Blue,Rural,Summer,Online,11118
720,388,27,332,15,28,Desk,Wood,White,Urban,Fall,Retail,19440
516,270,20,246,11,19,Desk,Metal,White,Urban,Winter,Online,10320
922,605,17,317,10,40,Desk,Marble,Blue,Suburban,Summer,Online,15674
316,172,17,144,12,34,Chair,Metal,Blue,Suburban,Winter,Online,5372
269,164,19,105,10,19,Chair,Metal,Green,Urban,Winter,Online,5111
596,363,22,233,13,28,Desk,Wood,Black,Urban,Fall,Retail,13112
703,450,12,253,5,47,Desk,Marble,Green,Urban,Winter,Retail,8436
674,386,23,288,11,20,Desk,Glass,Black,Rural,Fall,Retail,15502
559,314,25,245,13,41,Desk,Glass,White,Urban,Summer,Retail,13975
233,106,22,127,9,6,Chair,Plastic,Blue,Suburban,Fall,Online,5126
547,297,19,250,12,25,Desk,Metal,White,Rural,Fall,Online,10393
339,186,17,153,7,11,Chair,Metal,Red,Suburban,Winter,Retail,5763
756,461,13,295,7,39,Desk,Marble,Blue,Rural,Fall,Retail,9828
746,468,15,278,7,47,Desk,Marble,Brown,Urban,Winter,Online,11190
698,412,18,286,11,34,Desk,Wood,Red,Urban,Summer,Online,12564
446,257,23,189,14,8,Desk,Metal,Brown,Suburban,Summer,Retail,10258
650,349,14,301,8,32,Desk,Wood,Blue,Urban,Spring,Online,9100
518,269,12,249,4,20,Desk,Metal,Red,Rural,Winter,Online,6216
651,368,12,283,9,34,Desk,Wood,Brown,Rural,Spring,Online,7812
685,395,12,290,6,25,Desk,Wood,Red,Suburban,Spring,Retail,8220
692,408,12,284,7,34,Desk,Wood,White,Rural,Winter,Online,8304
545,327,17,218,7,15,Desk,Metal,Blue,Urban,Fall,Retail,9265
663,358,15,305,10,34,Desk,Wood,Green,Rural,Summer,Online,9945
585,334,13,251,6,20,Desk,Metal,Red,Suburban,Winter,Online,7605
352,201,13,151,4,16,Chair,Metal,Red,Urban,Winter,Online,4576
627,384,18,243,11,32,Desk,Wood,Green,Urban,Spring,Online,11286
934,599,16,335,10,44,Desk,Marble,Green,Rural,Summer,Online,14944
585,332,23,253,12,24,Desk,Metal,Brown,Urban,Fall,Online,13455
283,159,24,124,14,15,Chair,Metal,Blue,Suburban,Summer,Online,6792
856,543,14,313,8,37,Desk,Marble,White,Urban,Winter,Online,11984
515,294,19,221,12,38,Desk,Glass,Brown,Suburban,Summer,Online,9785
708,426,23,282,15,44,Desk,Wood,White,Rural,Summer,Online,16284
752,467,14,285,4,42,Desk,Marble,Blue,Urban,Spring,Online,10528
586,347,16,239,10,30,Desk,Glass,Brown,Rural,Winter,Retail,9376
677,398,18,279,12,26,Desk,Wood,Green,Rural,Summer,Online,12186
378,181,26,197,17,10,Desk,Plastic,Black,Urban,Fall,Online,9828
772,469,13,303,8,41,Desk,Marble,Brown,Urban,Winter,Online,10036
642,385,12,257,8,43,Desk,Wood,Blue,Urban,Winter,Retail,7704
601,336,26,265,17,30,Desk,Metal,White,Urban,Summer,Retail,15626
354,159,28,195,16,16,Desk,Plastic,Black,Urban,Summer,Online,9912
540,288,11,252,8,21,Desk,Metal,Red,Rural,Spring,Online,5940
480,261,11,219,5,32,Desk,Metal,Blue,Rural,Winter,Retail,5280
551,283,17,268,12,42,Desk,Metal,Red,Rural,Fall,Retail,9367
498,274,14,224,9,25,Desk,Metal,Red,Rural,Fall,Retail,6972
696,385,18,311,14,38,Desk,Wood,Red,Rural,Fall,Retail,12528
538,295,21,243,11,7,Desk,Metal,White,Suburban,Spring,Retail,11298
308,158,18,150,10,7,Desk,Plastic,White,Rural,Winter,Retail,5544
805,481,17,324,13,38,Desk,Marble,White,Rural,Fall,Online,13685
209,93,25,116,12,16,Chair,Plastic,Green,Urban,Fall,Online,5225
349,182,16,167,10,4,Desk,Plastic,White,Rural,Winter,Retail,5584
810,516,14,294,8,43,Desk,Marble,Blue,Suburban,Spring,Retail,11340
298,146,23,152,15,27,Chair,Metal,Red,Urban,Fall,Retail,6854
735,432,15,303,8,20,Desk,Wood,Green,Rural,Fall,Online,11025
592,322,23,270,11,26,Desk,Glass,Brown,Suburban,Summer,Retail,13616
745,447,21,298,12,30,Desk,Wood,Brown,Suburban,Summer,Retail,15645
565,341,18,224,11,25,Desk,Wood,Blue,Urban,Summer,Online,10170
555,323,25,232,15,18,Desk,Metal,White,Urban,Fall,Retail,13875
318,166,27,152,17,19,Chair,Metal,Green,Urban,Fall,Retail,8586
844,518,16,326,8,35,Desk,Marble,Black,Rural,Fall,Online,13504
478,271,9,207,5,10,Desk,Glass,Green,Suburban,Winter,Online,4302
353,163,18,190,12,11,Desk,Plastic,Blue,Suburban,Fall,Online,6354
359,173,15,186,7,12,Desk,Plastic,Blue,Rural,Spring,Retail,5385
513,291,18,222,11,25,Desk,Metal,White,Urban,Spring,Online,9234
662,396,15,266,7,25,Desk,Wood,Brown,Urban,Winter,Retail,9930
478,267,16,211,8,27,Desk,Metal,White,Suburban,Winter,Retail,7648
721,420,5,301,4,18,Desk,Wood,Blue,Rural,Winter,Retail,3605
632,364,20,268,6,21,Desk,Wood,Red,Suburban,Fall,Online,12640
344,171,22,173,10,19,Desk,Plastic,Black,Urban,Fall,Online,7568
375,174,22,201,12,7,Desk,Plastic,Blue,Suburban,Summer,Online,8250
337,156,12,181,8,18,Desk,Plastic,White,Rural,Winter,Online,4044
614,366,16,248,9,32,Desk,Wood,Brown,Urban,Spring,Online,9824
390,187,14,203,11,22,Desk,Plastic,Brown,Rural,Winter,Online,5460
632,366,17,266,13,30,Desk,Glass,Brown,Urban,Winter,Online,10744
504,279,24,225,10,19,Desk,Metal,Black,Rural,Summer,Retail,12096
398,180,13,218,8,18,Desk,Plastic,Blue,Suburban,Winter,Online,5174
490,260,15,230,7,31,Desk,Metal,White,Suburban,Winter,Online,7350
370,185,18,185,11,27,Desk,Plastic,Black,Suburban,Spring,Online,6660
359,162,24,197,12,4,Desk,Plastic,Brown,Rural,Summer,Online,8616
525,278,18,247,8,21,Desk,Glass,White,Urban,Winter,Retail,9450
566,323,18,243,12,24,Desk,Glass,Brown,Suburban,Winter,Retail,10188
612,331,21,281,13,28,Desk,Glass,Green,Rural,Summer,Retail,12852
287,165,23,122,11,17,Chair,Metal,Red,Suburban,Summer,Online,6601
555,318,24,237,13,37,Desk,Glass,Brown,Suburban,Fall,Retail,13320
515,292,11,223,7,29,Desk,Glass,Red,Suburban,Spring,Online,5665
595,341,18,254,11,18,Desk,Glass,Black,Rural,Spring,Online,10710
736,459,17,277,9,42,Desk,Wood,White,Rural,Spring,Online,12512
715,436,15,279,11,20,Desk,Wood,Black,Rural,Winter,Retail,10725
631,374,19,257,10,39,Desk,Wood,Blue,Suburban,Summer,Retail,11989
494,276,11,218,6,8,Desk,Metal,Red,Rural,Winter,Retail,5434
445,242,25,203,12,22,Desk,Metal,White,Rural,Summer,Online,11125
680,381,17,299,10,21,Desk,Glass,Brown,Urban,Winter,Online,11560
761,470,11,291,5,39,Desk,Marble,Red,Urban,Winter,Retail,8371
842,556,17,286,8,44,Desk,Marble,White,Rural,Winter,Retail,14314
537,292,22,245,16,23,Desk,Glass,Brown,Urban,Summer,Retail,11814
609,325,14,284,11,16,Desk,Glass,Green,Urban,Fall,Online,8526
749,494,9,255,5,50,Desk,Marble,Red,Suburban,Winter,Online,6741
685,411,18,274,13,27,Desk,Wood,Black,Urban,Spring,Retail,12330
820,502,14,318,7,48,Desk,Marble,Blue,Rural,Summer,Retail,11480
512,284,22,228,15,13,Desk,Metal,White,Urban,Fall,Online,11264
607,374,13,233,11,30,Desk,Wood,Black,Urban,Winter,Retail,7891
837,534,6,303,4,54,Desk,Marble,Green,Rural,Winter,Online,5022
747,420,17,327,7,29,Desk,Wood,Red,Rural,Fall,Online,12699
365,187,18,178,12,10,Desk,Plastic,Brown,Urban,Spring,Retail,6570
311,157,16,154,5,17,Desk,Plastic,White,Rural,Spring,Online,4976
443,239,12,204,5,29,Desk,Metal,Blue,Suburban,Spring,Online,5316
730,396,21,334,12,38,Desk,Wood,Brown,Rural,Summer,Retail,15330
338,176,14,162,9,27,Chair,Metal,Green,Urban,Winter,Online,4732
507,271,26,236,15,6,Desk,Metal,Black,Urban,Fall,Retail,13182
521,297,18,224,12,15,Desk,Metal,Black,Urban,Spring,Retail,9378
588,317,18,271,10,25,Desk,Glass,White,Rural,Fall,Retail,10584
250,125,15,125,9,18,Chair,Plastic,Green,Suburban,Winter,Retail,3750
623,378,17,245,8,28,Desk,Glass,Brown,Rural,Winter,Online,10591
430,220,13,210,4,3,Desk,Plastic,Brown,Rural,Winter,Online,5590
614,342,22,272,11,21,Desk,Glass,Brown,Rural,Summer,Retail,13508
883,556,16,327,6,53,Desk,Marble,Black,Urban,Winter,Online,14128
894,587,13,307,9,33,Desk,Marble,Red,Suburban,Fall,Retail,11622
853,562,16,291,10,53,Desk,Marble,White,Urban,Winter,Online,13648
597,322,16,275,9,31,Desk,Glass,Black,Urban,Winter,Online,9552
469,268,21,201,11,16,Desk,Metal,Blue,Urban,Summer,Retail,9849
493,275,19,218,12,12,Desk,Metal,Green,Suburban,Fall,Retail,9367
607,336,19,271,10,30,Desk,Wood,White,Suburban,Spring,Online,11533
536,304,19,232,8,20,Desk,Metal,Blue,Urban,Fall,Retail,10184
320,153,15,167,9,13,Desk,Plastic,Black,Suburban,Winter,Online,4800
517,293,23,224,9,37,Desk,Metal,Black,Urban,Winter,Online,11891
487,251,18,236,11,23,Desk,Metal,Brown,Rural,Fall,Online,8766
640,362,10,278,7,38,Desk,Wood,Green,Urban,Winter,Retail,6400
517,276,22,241,7,22,Desk,Metal,Brown,Suburban,Fall,Retail,11374
607,334,16,273,11,28,Desk,Glass,Black,Rural,Spring,Online,9712
528,297,16,231,11,14,Desk,Metal,Blue,Rural,Fall,Online,8448
588,296,20,292,15,18,Desk,Glass,Black,Urban,Spring,Retail,11760
633,366,24,267,15,27,Desk,Wood,Brown,Suburban,Fall,Retail,15192
789,456,18,333,13,24,Desk,Wood,Brown,Urban,Winter,Retail,14202
508,291,17,217,9,28,Desk,Glass,White,Urban,Winter,Retail,8636
810,542,12,268,9,44,Desk,Marble,Red,Urban,Summer,Online,9720
507,266,22,241,10,23,Desk,Metal,Blue,Urban,Fall,Retail,11154
390,171,25,219,14,15,Desk,Plastic,White,Suburban,Fall,Retail,9750
545,313,18,232,9,39,Desk,Glass,Blue,Rural,Fall,Online,9810
619,349,13,270,7,24,Desk,Wood,Red,Rural,Spring,Online,8047
314,185,18,129,8,11,Chair,Metal,Green,Suburban,Winter,Online,5652
933,594,12,339,5,30,Desk,Marble,Brown,Suburban,Winter,Online,11196
477,266,23,211,16,28,Desk,Metal,Black,Urban,Fall,Online,10971
648,361,22,287,11,46,Desk,Wood,Red,Suburban,Summer,Retail,14256
225,100,11,125,5,21,Chair,Plastic,Green,Rural,Winter,Online,2475
323,157,20,166,10,30,Chair,Metal,Red,Urban,Spring,Retail,6460
337,184,16,153,13,28,Chair,Metal,Blue,Rural,Winter,Retail,5392
532,307,22,225,17,28,Desk,Glass,Green,Urban,Summer,Online,11704
341,167,14,174,8,7,Desk,Plastic,Green,Suburban,Spring,Online,4774
529,272,26,257,16,12,Desk,Metal,Brown,Suburban,Summer,Retail,13754
543,291,22,252,14,29,Desk,Metal,Blue,Suburban,Fall,Retail,11946
727,403,9,324,5,22,Desk,Wood,Brown,Rural,Winter,Retail,6543
580,303,17,277,10,18,Desk,Glass,Red,Urban,Spring,Online,9860
622,367,19,255,11,26,Desk,Wood,Green,Suburban,Fall,Online,11818
535,291,17,244,7,22,Desk,Metal,Brown,Suburban,Spring,Online,9095
334,159,17,175,11,9,Desk,Plastic,White,Urban,Spring,Retail,5678
575,344,21,231,13,20,Desk,Glass,Red,Rural,Summer,Retail,12075
579,329,17,250,10,31,Desk,Glass,Brown,Urban,Winter,Online,9843
716,437,13,279,6,28,Desk,Wood,Red,Urban,Winter,Online,9308
354,174,20,180,11,10,Desk,Plastic,Red,Urban,Fall,Retail,7080
505,283,18,222,13,28,Desk,Metal,Brown,Suburban,Winter,Retail,9090
353,181,15,172,9,9,Desk,Plastic,Black,Rural,Spring,Online,5295
644,405,12,239,7,34,Desk,Wood,Blue,Suburban,Spring,Online,7728
679,371,12,308,6,29,Desk,Wood,Red,Rural,Spring,Online,8148
807,518,9,289,2,43,Desk,Marble,Blue,Rural,Winter,Retail,7263
960,559,17,401,8,30,Desk,Marble,Black,Rural,Fall,Online,16320
483,259,18,224,9,20,Desk,Glass,Blue,Urban,Spring,Retail,8694
863,494,10,369,6,42,Dining Table,Glass,Green,Urban,Winter,Retail,8630
578,330,18,248,8,19,Desk,Glass,Blue,Urban,Fall,Online,10404
747,481,14,266,6,40,Desk,Marble,Brown,Urban,Winter,Online,10458
633,351,20,282,12,29,Desk,Glass,Brown,Rural,Fall,Online,12660
486,237,12,249,7,19,Desk,Metal,Red,Rural,Fall,Online,5832
682,366,14,316,8,30,Desk,Wood,Black,Suburban,Winter,Retail,9548
746,448,13,298,7,41,Desk,Marble,Red,Suburban,Winter,Online,9698
744,454,13,290,5,43,Desk,Marble,Brown,Rural,Spring,Online,9672
469,249,18,220,7,13,Desk,Metal,Red,Urban,Fall,Retail,8442
365,166,25,199,13,14,Desk,Plastic,Brown,Urban,Summer,Online,9125
861,528,5,333,3,47,Desk,Marble,Blue,Rural,Winter,Online,4305
498,273,18,225,10,26,Desk,Metal,Green,Suburban,Fall,Online,8964
339,168,15,171,13,8,Desk,Plastic,Blue,Rural,Spring,Retail,5085
751,451,12,300,8,34,Desk,Wood,White,Suburban,Winter,Online,9012
333,139,21,194,9,11,Desk,Plastic,Green,Suburban,Summer,Online,6993
602,358,20,244,10,27,Desk,Wood,Black,Urban,Fall,Retail,12040
571,299,15,272,9,24,Desk,Glass,Red,Suburban,Spring,Online,8565
679,347,26,332,14,34,Desk,Wood,Brown,Urban,Summer,Online,17654
598,336,22,262,11,32,Desk,Glass,Black,Urban,Spring,Retail,13156
657,371,23,286,15,28,Desk,Glass,Brown,Suburban,Summer,Online,15111
654,374,9,280,6,27,Desk,Wood,Blue,Rural,Winter,Retail,5886
544,326,21,218,11,25,Desk,Metal,Green,Urban,Summer,Online,11424
676,373,14,303,5,36,Desk,Wood,Black,Rural,Spring,Online,9464
786,459,16,327,10,44,Desk,Marble,Red,Rural,Fall,Retail,12576
736,443,16,293,8,45,Desk,Marble,White,Rural,Winter,Retail,11776
687,375,16,312,10,28,Desk,Wood,Red,Urban,Summer,Online,10992
665,403,7,262,4,37,Desk,Wood,Red,Suburban,Winter,Online,4655
378,179,15,199,9,7,Desk,Plastic,Red,Rural,Spring,Retail,5670
470,269,16,201,12,18,Desk,Metal,Black,Suburban,Winter,Online,7520
873,568,9,305,5,36,Desk,Marble,Green,Rural,Winter,Retail,7857
671,381,22,290,10,31,Desk,Wood,White,Urban,Fall,Online,14762
609,322,18,287,6,25,Desk,Metal,Black,Suburban,Winter,Retail,10962
601,323,25,278,14,37,Desk,Glass,Black,Urban,Fall,Online,15025
680,401,14,279,5,46,Desk,Wood,Green,Suburban,Spring,Retail,9520
359,175,14,184,5,4,Desk,Plastic,Red,Rural,Spring,Retail,5026
448,261,13,187,6,13,Desk,Metal,Red,Suburban,Winter,Retail,5824
478,262,12,216,8,17,Desk,Metal,Blue,Suburban,Spring,Online,5736
814,511,11,303,8,42,Desk,Marble,Brown,Urban,Winter,Retail,8954
571,326,15,245,6,32,Desk,Wood,Brown,Urban,Winter,Retail,8565
761,448,19,313,9,18,Desk,Wood,Brown,Urban,Fall,Online,14459
356,162,13,194,9,17,Desk,Plastic,Green,Suburban,Winter,Online,4628
335,182,20,153,15,35,Chair,Metal,Red,Suburban,Fall,Online,6700
811,520,15,291,7,42,Desk,Marble,Red,Urban,Fall,Online,12165
662,413,22,249,11,28,Desk,Wood,Brown,Suburban,Fall,Online,14564
589,306,18,283,10,31,Desk,Glass,White,Urban,Winter,Retail,10602
831,510,16,321,12,45,Desk,Marble,Blue,Suburban,Fall,Retail,13296
593,341,11,252,4,37,Desk,Glass,Green,Suburban,Winter,Online,6523
348,178,17,170,12,7,Desk,Plastic,Red,Rural,Fall,Online,5916
467,254,21,213,13,24,Desk,Metal,White,Rural,Summer,Retail,9807
316,146,20,170,10,11,Desk,Plastic,Brown,Rural,Summer,Retail,6320
768,506,19,262,9,50,Desk,Marble,Blue,Suburban,Summer,Retail,14592
894,568,17,326,13,47,Desk,Marble,Brown,Rural,Fall,Online,15198
528,298,18,230,12,20,Desk,Glass,White,Rural,Fall,Online,9504
496,265,18,231,8,22,Desk,Metal,White,Urban,Winter,Retail,8928
293,147,15,146,9,13,Desk,Plastic,Red,Suburban,Summer,Online,4395
512,296,27,216,17,29,Desk,Metal,Black,Suburban,Summer,Retail,13824
855,531,15,324,10,42,Desk,Marble,Brown,Suburban,Winter,Retail,12825
422,214,24,208,12,18,Desk,Metal,White,Rural,Fall,Online,10128
385,193,23,192,13,3,Desk,Plastic,White,Rural,Fall,Retail,8855
603,326,13,277,7,19,Desk,Metal,Green,Suburban,Winter,Online,7839
506,276,17,230,7,24,Desk,Metal,Red,Suburban,Spring,Online,8602
771,437,16,334,6,40,Desk,Wood,Blue,Rural,Fall,Retail,12336
328,163,13,165,5,13,Desk,Plastic,Brown,Rural,Spring,Online,4264
531,294,20,237,11,19,Desk,Glass,Brown,Urban,Fall,Online,10620
523,296,15,227,10,21,Desk,Glass,Red,Suburban,Fall,Retail,7845
768,435,16,333,9,36,Desk,Wood,Red,Urban,Fall,Online,12288
542,306,21,236,9,23,Desk,Wood,Blue,Suburban,Fall,Retail,11382
461,250,12,211,7,13,Desk,Metal,Brown,Suburban,Winter,Online,5532
498,272,15,226,8,16,Desk,Metal,Red,Rural,Fall,Online,7470
325,166,23,159,13,18,Desk,Plastic,Blue,Urban,Summer,Retail,7475
336,182,21,154,11,32,Chair,Metal,Blue,Suburban,Spring,Retail,7056
363,175,19,188,12,8,Desk,Plastic,White,Suburban,Winter,Online,6897
700,384,14,316,8,31,Desk,Wood,Blue,Suburban,Spring,Retail,9800
322,169,19,153,12,18,Chair,Metal,Green,Urban,Winter,Retail,6118
329,185,19,144,11,25,Chair,Metal,Red,Rural,Spring,Retail,6251
342,194,24,148,12,24,Chair,Metal,Blue,Rural,Summer,Retail,8208
552,301,20,251,11,22,Desk,Glass,Brown,Urban,Spring,Online,11040
597,323,21,274,9,34,Desk,Glass,Red,Urban,Summer,Online,12537
364,179,19,185,8,3,Desk,Plastic,Blue,Rural,Summer,Retail,6916
536,290,24,246,15,24,Desk,Metal,Black,Rural,Summer,Retail,12864
628,374,11,254,7,34,Desk,Wood,Red,Urban,Winter,Retail,6908
783,522,17,261,9,50,Desk,Marble,Red,Suburban,Summer,Retail,13311
334,177,13,157,8,19,Chair,Metal,Red,Rural,Winter,Online,4342
653,394,18,259,13,29,Desk,Wood,Red,Suburban,Summer,Online,11754
619,355,13,264,6,37,Desk,Wood,Green,Urban,Winter,Online,8047
329,184,19,145,11,22,Chair,Metal,Red,Urban,Spring,Online,6251
632,347,16,285,7,22,Desk,Glass,Brown,Suburban,Spring,Retail,10112
342,180,16,162,8,22,Chair,Metal,Blue,Rural,Spring,Retail,5472
669,367,7,302,6,32,Desk,Wood,Blue,Rural,Winter,Online,4683
339,180,23,159,10,25,Chair,Metal,Red,Suburban,Fall,Retail,7797
563,306,18,257,8,21,Desk,Metal,Brown,Urban,Spring,Online,10134
661,358,15,303,10,25,Desk,Glass,Brown,Suburban,Winter,Online,9915
739,472,14,267,8,42,Desk,Marble,White,Rural,Winter,Online,10346
