price,cost,sales,profit,inventory,delivery_days,category,material,color,location,season,store_type,revenue,
748,386,1,362,2,81,Desk,Wood,Green,Urban,Fall,Online,362,
456,206,2,250,3,79,Desk,Wood,Red,Urban,Spring,Retail,500,
237,228,3,9,2,35,Desk,Plastic,White,Rural,Summer,Online,27,
261,255,19,6,2,88,Desk,Metal,Red,Rural,Spring,Online,114,
284,276,3,8,3,75,Desk,Plastic,Black,Suburban,Spring,Retail,24,
353,241,5,112,0,36,Desk,Wood,Black,Suburban,Winter,Online,560,
637,290,18,347,6,72,Chair,Metal,Red,Rural,Fall,Retail,6246,
636,242,18,394,3,53,Desk,Plastic,Red,Rural,Fall,Retail,7092,
234,241,17,-7,6,26,Chair,Metal,Blue,Urban,Winter,Online,-119,
1449,428,9,1021,0,37,Desk,Marble,Blue,Urban,Winter,Retail,9189,
739,295,10,444,0,70,Desk,Wood,Green,Urban,Summer,Online,4440,
791,237,10,554,0,29,Desk,Wood,Black,Rural,Winter,Online,5540,
567,493,17,74,2,28,Desk,Glass,Green,Urban,Spring,Retail,1258,
475,225,11,250,3,34,Desk,Metal,Brown,Urban,Spring,Online,2750,
548,249,13,299,3,29,Desk,Marble,Brown,Suburban,Fall,Retail,3887,
413,152,17,261,5,42,Desk,Glass,Red,Rural,Spring,Online,4437,
436,290,16,146,2,85,Desk,Marble,Red,Suburban,Fall,Retail,2336,
1969,434,17,1535,3,81,Desk,Wood,White,Rural,Fall,Retail,26095,
1132,405,19,727,2,64,Desk,Wood,Green,Rural,Summer,Online,13813,
556,391,22,165,3,79,Desk,Wood,White,Rural,Winter,Online,3630,
596,300,17,296,4,88,Desk,Glass,Red,Suburban,Spring,Online,5032,
799,344,22,455,1,76,Desk,Marble,Red,Rural,Fall,Retail,10010,
561,335,23,226,2,45,Desk,Marble,Green,Urban,Fall,Online,5198,
938,252,23,686,1,52,Desk,Marble,Red,Rural,Fall,Retail,15778,
596,478,17,118,2,24,Desk,Metal,Blue,Urban,Spring,Retail,2006,
848,462,25,386,3,54,Desk,Wood,Brown,Urban,Summer,Retail,9650,
463,289,17,174,0,57,Desk,Metal,Green,Urban,Summer,Online,2958,
587,456,28,131,0,85,Desk,Glass,White,Suburban,Spring,Online,3668,
292,282,29,10,2,60,Desk,Wood,Red,Rural,Winter,Online,290,
529,300,31,229,3,77,Desk,Wood,Green,Suburban,Fall,Online,7099,
799,335,31,464,3,75,Desk,Glass,Black,Urban,Fall,Online,14384,
920,264,31,656,1,66,Desk,Marble,Black,Urban,Fall,Retail,20336,
909,248,31,661,3,37,Desk,Metal,Brown,Rural,Spring,Retail,20491,
693,327,33,366,2,87,Desk,Wood,Black,Rural,Summer,Retail,12078,
699,213,40,486,1,85,Desk,Marble,Brown,Urban,Winter,Online,19440,
862,824,0,38,1,47,Desk,Marble,Brown,Suburban,Winter,Retail,0,
382,202,1,180,0,26,Desk,Wood,White,Suburban,Fall,Online,180,
382,296,16,86,9,37,Chair,Metal,Green,Urban,Spring,Online,1376,
1146,1142,2,4,3,51,Desk,Metal,Black,Rural,Spring,Retail,8,
548,398,4,150,3,36,Desk,Marble,Brown,Rural,Fall,Retail,600,
259,186,5,73,3,89,Desk,Plastic,Black,Suburban,Summer,Online,365,
876,441,7,435,3,61,Desk,Plastic,White,Urban,Fall,Online,3045,
681,219,8,462,0,88,Desk,Wood,Blue,Rural,Winter,Online,3696,
836,407,9,429,3,39,Desk,Plastic,White,Urban,Winter,Online,3861,
434,202,9,232,0,41,Desk,Wood,Green,Suburban,Winter,Retail,2088,
363,201,16,162,5,27,Chair,Plastic,Blue,Rural,Summer,Online,2592,
1444,335,9,1109,2,51,Desk,Wood,Blue,Rural,Fall,Retail,9981,
709,475,10,234,0,33,Desk,Plastic,Brown,Rural,Spring,Online,2340,
682,311,10,371,1,90,Desk,Wood,Green,Rural,Winter,Online,3710,
346,282,11,64,2,85,Desk,Wood,Red,Urban,Winter,Online,704,
967,378,11,589,1,65,Desk,Glass,Brown,Suburban,Fall,Retail,6479,
1067,891,12,176,1,72,Desk,Marble,White,Suburban,Spring,Online,2112,
632,447,16,185,0,49,Chair,Metal,Red,Suburban,Spring,Retail,2960,
419,235,16,184,6,30,Chair,Plastic,Green,Rural,Summer,Retail,2944,
518,182,16,336,1,54,Desk,Metal,Blue,Urban,Summer,Online,5376,
522,258,13,264,2,27,Desk,Glass,Black,Suburban,Winter,Retail,3432,
1003,329,16,674,2,55,Desk,Glass,Green,Suburban,Spring,Retail,10784,
963,383,16,580,4,35,Desk,Plastic,Blue,Urban,Fall,Online,9280,
812,229,15,583,1,65,Desk,Metal,Brown,Urban,Fall,Online,8745,
882,219,15,663,0,43,Desk,Metal,Black,Urban,Fall,Online,9945,
532,213,16,319,4,64,Desk,Plastic,Red,Rural,Winter,Retail,5104,
663,321,16,342,3,45,Desk,Wood,Black,Suburban,Summer,Online,5472,
664,499,16,165,1,81,Desk,Marble,Green,Rural,Spring,Retail,2640,
587,253,17,334,1,42,Desk,Wood,Blue,Suburban,Summer,Retail,5678,
570,312,18,258,1,27,Desk,Glass,Black,Suburban,Summer,Online,4644,
423,209,18,214,0,57,Desk,Marble,Brown,Suburban,Spring,Retail,3852,
1776,1011,19,765,3,60,Desk,Wood,White,Rural,Winter,Retail,14535,
521,236,21,285,0,30,Desk,Plastic,White,Suburban,Winter,Online,5985,
680,317,21,363,3,42,Desk,Marble,Red,Suburban,Fall,Online,7623,
611,219,16,392,1,43,Desk,Metal,Green,Suburban,Winter,Online,6272,
314,214,22,100,2,41,Desk,Plastic,Brown,Suburban,Fall,Retail,2200,
602,392,23,210,0,84,Desk,Glass,Black,Rural,Spring,Online,4830,
812,386,26,426,0,57,Desk,Glass,Brown,Urban,Fall,Online,11076,
749,278,26,471,1,41,Desk,Metal,White,Suburban,Fall,Online,12246,
775,491,26,284,3,40,Desk,Metal,Black,Suburban,Fall,Retail,7384,
527,348,26,179,2,53,Desk,Marble,White,Rural,Fall,Retail,4654,
719,417,27,302,3,26,Desk,Wood,Blue,Urban,Spring,Online,8154,
425,223,27,202,2,80,Desk,Wood,Brown,Urban,Fall,Retail,5454,
456,192,16,264,0,88,Desk,Plastic,Blue,Rural,Winter,Retail,4224,
913,223,28,690,3,35,Desk,Wood,Brown,Suburban,Fall,Retail,19320,
443,351,15,92,8,71,Chair,Plastic,Blue,Rural,Winter,Online,1380,
1026,206,31,820,0,88,Desk,Metal,Black,Rural,Winter,Retail,25420,
534,168,35,366,1,47,Desk,Metal,Black,Rural,Summer,Retail,12810,
683,253,2,430,6,51,Desk,Metal,Brown,Suburban,Summer,Retail,860,
639,286,2,353,6,66,Desk,Metal,White,Suburban,Spring,Retail,706,
821,441,3,380,6,33,Desk,Plastic,White,Suburban,Summer,Retail,1140,
381,290,4,91,6,52,Desk,Marble,Blue,Rural,Summer,Online,364,
1130,970,6,160,6,57,Desk,Marble,Blue,Urban,Summer,Online,960,
812,349,15,463,1,62,Desk,Metal,Green,Suburban,Spring,Online,6945,
256,238,15,18,3,82,Desk,Glass,Green,Rural,Winter,Online,270,
473,171,15,302,2,80,Desk,Plastic,Red,Rural,Summer,Retail,4530,
800,353,15,447,6,75,Desk,Plastic,Blue,Rural,Winter,Online,6705,
486,205,9,281,6,71,Desk,Wood,Green,Suburban,Spring,Online,2529,
1877,1177,9,700,6,70,Desk,Plastic,Black,Suburban,Spring,Retail,6300,
870,327,13,543,6,87,Desk,Marble,White,Rural,Fall,Online,7059,
1030,374,15,656,4,54,Desk,Plastic,Blue,Rural,Spring,Retail,9840,
673,480,15,193,6,51,Desk,Marble,Red,Rural,Summer,Retail,2895,
616,240,14,376,7,52,Chair,Metal,Green,Suburban,Summer,Online,5264,
977,852,19,125,6,33,Desk,Metal,Black,Rural,Summer,Retail,2375,
569,240,20,329,6,55,Desk,Marble,Brown,Rural,Winter,Online,6580,
821,360,14,461,1,40,Desk,Glass,Red,Suburban,Summer,Online,6454,
939,373,22,566,6,42,Desk,Metal,Black,Suburban,Winter,Online,12452,
1363,407,14,956,1,71,Desk,Plastic,Green,Rural,Summer,Online,13384,
860,440,24,420,6,21,Desk,Marble,Red,Rural,Summer,Online,10080,
845,449,24,396,6,30,Desk,Marble,Red,Urban,Spring,Online,9504,
419,236,24,183,6,69,Desk,Wood,Brown,Suburban,Fall,Retail,4392,
630,265,25,365,6,84,Desk,Marble,Blue,Suburban,Winter,Retail,9125,
822,331,25,491,6,65,Desk,Wood,Black,Urban,Winter,Retail,12275,
957,332,14,625,0,67,Desk,Plastic,Green,Suburban,Summer,Retail,8750,
1108,412,29,696,6,57,Desk,Marble,White,Rural,Winter,Retail,20184,
618,184,30,434,6,41,Desk,Wood,Brown,Urban,Fall,Retail,13020,
697,380,31,317,6,60,Desk,Marble,Blue,Suburban,Fall,Online,9827,
2848,1271,14,1577,2,39,Desk,Plastic,Blue,Rural,Summer,Retail,22078,
355,281,14,74,3,71,Desk,Metal,Blue,Rural,Winter,Online,1036,
614,273,36,341,6,85,Desk,Marble,Red,Suburban,Winter,Retail,12276,
926,227,37,699,6,52,Desk,Wood,Green,Suburban,Winter,Retail,25863,
525,382,14,143,3,29,Desk,Metal,Red,Rural,Spring,Online,2002,
2888,1269,14,1619,0,74,Desk,Glass,Blue,Urban,Spring,Online,22666,
417,226,0,191,5,36,Desk,Glass,White,Suburban,Winter,Online,0,
838,331,0,507,5,45,Desk,Wood,Blue,Rural,Summer,Online,0,
820,343,10,477,5,60,Desk,Wood,White,Urban,Fall,Retail,0,
338,157,1,181,5,51,Desk,Metal,White,Urban,Winter,Online,181,
460,166,4,294,5,31,Desk,Marble,Blue,Suburban,Summer,Online,1176,
855,255,13,600,9,30,Chair,Metal,Blue,Suburban,Winter,Online,7800,
698,340,13,358,2,67,Chair,Metal,Green,Urban,Winter,Online,4654,
636,237,5,399,5,89,Desk,Wood,Black,Urban,Fall,Retail,1995,
994,451,6,543,5,47,Desk,Marble,Green,Urban,Winter,Retail,3258,
1354,312,6,1042,5,88,Desk,Glass,Black,Rural,Fall,Retail,6252,
875,458,9,417,5,66,Desk,Glass,White,Urban,Summer,Retail,3753,
344,191,13,153,10,40,Chair,Plastic,Blue,Suburban,Fall,Online,1989,
854,480,11,374,5,38,Desk,Metal,White,Rural,Fall,Online,4114,
401,196,13,205,2,88,Chair,Metal,Red,Suburban,Winter,Retail,2665,
560,175,11,385,5,63,Desk,Marble,Blue,Rural,Fall,Retail,4235,
687,281,12,406,5,50,Desk,Marble,Brown,Urban,Winter,Online,4872,
682,529,14,153,5,67,Desk,Wood,Red,Urban,Summer,Online,2142,
660,374,14,286,5,87,Desk,Metal,Brown,Suburban,Summer,Retail,4004,
371,262,16,109,5,88,Desk,Wood,Blue,Urban,Spring,Online,1744,
590,273,13,317,1,49,Desk,Metal,Red,Rural,Winter,Online,4121,
655,251,18,404,5,54,Desk,Wood,Brown,Rural,Spring,Online,7272,
733,483,18,250,5,71,Desk,Wood,Red,Suburban,Spring,Retail,4500,
309,284,19,25,5,54,Desk,Wood,White,Rural,Winter,Online,475,
852,397,13,455,3,51,Desk,Metal,Blue,Urban,Fall,Retail,5915,
577,497,21,80,5,33,Desk,Wood,Green,Rural,Summer,Online,1680,
504,277,13,227,1,57,Desk,Metal,Red,Suburban,Winter,Online,2951,
777,542,12,235,10,62,Chair,Metal,Red,Urban,Winter,Online,2820,
538,247,22,291,5,31,Desk,Wood,Green,Urban,Spring,Online,6402,
907,341,22,566,5,41,Desk,Marble,Green,Rural,Summer,Online,12452,
326,229,23,97,5,58,Desk,Metal,Brown,Urban,Fall,Online,2231,
199,157,12,42,8,40,Chair,Metal,Blue,Suburban,Summer,Online,504,
720,323,24,397,5,43,Desk,Marble,White,Urban,Winter,Online,9528,
795,337,24,458,5,53,Desk,Glass,Brown,Suburban,Summer,Online,10992,
765,321,25,444,5,88,Desk,Wood,White,Rural,Summer,Online,11100,
792,339,25,453,5,8,Desk,Marble,Blue,Urban,Spring,Online,11325,
1086,1019,25,67,5,26,Desk,Glass,Brown,Rural,Winter,Retail,1675,
1303,423,26,880,5,45,Desk,Wood,Green,Rural,Summer,Online,22880,
610,257,29,353,5,60,Desk,Plastic,Black,Urban,Fall,Online,10237,
615,244,29,371,5,61,Desk,Marble,Brown,Urban,Winter,Online,10759,
768,324,29,444,5,82,Desk,Wood,Blue,Urban,Winter,Retail,12876,
1889,350,34,1539,5,69,Desk,Metal,White,Urban,Summer,Retail,52326,
918,464,1,454,4,80,Desk,Plastic,Black,Urban,Summer,Online,454,
1136,439,12,697,1,62,Desk,Metal,Red,Rural,Spring,Online,8364,
601,252,12,349,1,72,Desk,Metal,Blue,Rural,Winter,Retail,4188,
2943,1358,12,1585,3,74,Desk,Metal,Red,Rural,Fall,Retail,19020,
955,351,12,604,1,64,Desk,Metal,Red,Rural,Fall,Retail,7248,
399,166,9,233,4,32,Desk,Wood,Red,Rural,Fall,Retail,2097,
667,317,9,350,4,83,Desk,Metal,White,Suburban,Spring,Retail,3150,
683,322,9,361,4,76,Desk,Plastic,White,Rural,Winter,Retail,3249,
654,247,10,407,4,24,Desk,Marble,White,Rural,Fall,Online,4070,
534,441,11,93,3,54,Chair,Plastic,Green,Urban,Fall,Online,1023,
1284,421,10,863,4,24,Desk,Plastic,White,Rural,Winter,Retail,8630,
2505,1430,10,1075,4,62,Desk,Marble,Blue,Suburban,Spring,Retail,10750,
676,375,11,301,0,56,Chair,Metal,Red,Urban,Fall,Retail,3311,
1249,423,11,826,4,31,Desk,Wood,Green,Rural,Fall,Online,9086,
721,458,13,263,4,82,Desk,Glass,Brown,Suburban,Summer,Retail,3419,
991,363,13,628,4,89,Desk,Wood,Brown,Suburban,Summer,Retail,8164,
1968,1237,14,731,4,73,Desk,Wood,Blue,Urban,Summer,Online,10234,
536,276,14,260,4,34,Desk,Metal,White,Urban,Fall,Retail,3640,
571,250,11,321,1,71,Chair,Metal,Green,Urban,Fall,Retail,3531,
627,271,16,356,4,65,Desk,Marble,Black,Rural,Fall,Online,5696,
937,462,11,475,2,82,Desk,Glass,Green,Suburban,Winter,Online,5225,
321,241,11,80,2,72,Desk,Plastic,Blue,Suburban,Fall,Online,880,
671,428,11,243,5,70,Desk,Plastic,Blue,Rural,Spring,Retail,2673,
626,272,18,354,4,68,Desk,Metal,White,Urban,Spring,Online,6372,
816,461,18,355,4,64,Desk,Wood,Brown,Urban,Winter,Retail,6390,
478,181,18,297,4,46,Desk,Metal,White,Suburban,Winter,Retail,5346,
519,179,18,340,4,24,Desk,Wood,Blue,Rural,Winter,Retail,6120,
458,264,19,194,4,86,Desk,Wood,Red,Suburban,Fall,Online,3686,
641,484,20,157,4,87,Desk,Plastic,Black,Urban,Fall,Online,3140,
1120,330,11,790,4,89,Desk,Plastic,Blue,Suburban,Summer,Online,8690,
503,220,21,283,4,37,Desk,Plastic,White,Rural,Winter,Online,5943,
542,217,21,325,4,51,Desk,Wood,Brown,Urban,Spring,Online,6825,
818,166,21,652,4,53,Desk,Plastic,Brown,Rural,Winter,Online,13692,
410,159,22,251,4,31,Desk,Glass,Brown,Urban,Winter,Online,5522,
665,410,22,255,4,44,Desk,Metal,Black,Rural,Summer,Retail,5610,
876,331,11,545,1,55,Desk,Plastic,Blue,Suburban,Winter,Online,5995,
246,230,23,16,4,78,Desk,Metal,White,Suburban,Winter,Online,368,
897,416,23,481,4,61,Desk,Plastic,Black,Suburban,Spring,Online,11063,
844,335,23,509,4,41,Desk,Plastic,Brown,Rural,Summer,Online,11707,
879,399,23,480,4,86,Desk,Glass,White,Urban,Winter,Retail,11040,
1097,392,23,705,4,28,Desk,Glass,Brown,Suburban,Winter,Retail,16215,
538,250,11,288,1,53,Desk,Glass,Green,Rural,Summer,Retail,3168,
846,398,10,448,7,64,Chair,Metal,Red,Suburban,Summer,Online,4480,
781,299,25,482,4,34,Desk,Glass,Brown,Suburban,Fall,Retail,12050,
827,209,10,618,3,30,Desk,Glass,Red,Suburban,Spring,Online,6180,
527,287,27,240,4,60,Desk,Glass,Black,Rural,Spring,Online,6480,
1831,432,27,1399,4,88,Desk,Wood,White,Rural,Spring,Online,37773,
540,251,27,289,4,33,Desk,Wood,Black,Rural,Winter,Retail,7803,
913,349,27,564,4,61,Desk,Wood,Blue,Suburban,Summer,Retail,15228,
808,360,10,448,5,38,Desk,Metal,Red,Rural,Winter,Retail,4480,
801,338,28,463,4,72,Desk,Metal,White,Rural,Summer,Online,12964,
377,257,29,120,4,45,Desk,Glass,Brown,Urban,Winter,Online,3480,
611,290,29,321,4,28,Desk,Marble,Red,Urban,Winter,Retail,9309,
480,192,33,288,4,82,Desk,Marble,White,Rural,Winter,Retail,9504,
478,273,37,205,4,85,Desk,Glass,Brown,Urban,Summer,Retail,7585,
416,233,10,183,4,54,Desk,Glass,Green,Urban,Fall,Online,1830,1
755,300,1,455,3,53,Desk,Marble,Red,Suburban,Winter,Online,455,3
1250,1161,1,89,3,80,Desk,Wood,Black,Urban,Spring,Retail,89,1
605,210,2,395,3,31,Desk,Marble,Blue,Rural,Summer,Retail,790,0
606,394,4,212,3,62,Desk,Metal,White,Urban,Fall,Online,848,3
433,212,4,221,3,50,Desk,Wood,Black,Urban,Winter,Retail,884,3
991,783,5,208,3,79,Desk,Marble,Green,Rural,Winter,Online,1040,3
536,426,5,110,3,84,Desk,Wood,Red,Rural,Fall,Online,550,3
693,247,5,446,3,47,Desk,Plastic,Brown,Urban,Spring,Retail,2230,3
713,303,6,410,3,67,Desk,Plastic,White,Rural,Spring,Online,2460,3
814,207,10,607,2,50,Desk,Metal,Blue,Suburban,Spring,Online,6070,0
653,497,7,156,3,70,Desk,Wood,Brown,Rural,Summer,Retail,1092,1
407,200,9,207,9,50,Chair,Metal,Green,Urban,Winter,Online,1863,2
576,424,8,152,3,59,Desk,Metal,Black,Urban,Fall,Retail,1216,3
652,174,8,478,3,60,Desk,Metal,Black,Urban,Spring,Retail,3824,2
875,214,8,661,3,72,Desk,Glass,White,Rural,Fall,Retail,5288,1
336,212,9,124,3,35,Chair,Plastic,Green,Suburban,Winter,Retail,1116,2
945,363,9,582,3,83,Desk,Glass,Brown,Rural,Winter,Online,5238,1
543,228,10,315,3,56,Desk,Plastic,Brown,Rural,Winter,Online,3150,3
867,378,10,489,3,68,Desk,Glass,Brown,Rural,Summer,Retail,4890,0
870,348,11,522,3,70,Desk,Marble,Black,Urban,Winter,Online,5742,0
524,496,11,28,3,42,Desk,Marble,Red,Suburban,Fall,Retail,308,3
428,244,12,184,3,29,Desk,Marble,White,Urban,Winter,Online,2208,3
366,175,13,191,3,36,Desk,Glass,Black,Urban,Winter,Online,2483,2
544,270,9,274,1,89,Desk,Metal,Blue,Urban,Summer,Retail,2466,2
663,497,9,166,1,60,Desk,Metal,Green,Suburban,Fall,Retail,1494,3
545,243,14,302,3,73,Desk,Wood,White,Suburban,Spring,Online,4228,3
547,235,9,312,0,26,Desk,Metal,Blue,Urban,Fall,Retail,2808,0
870,344,16,526,3,36,Desk,Plastic,Black,Suburban,Winter,Online,8416,3
964,200,16,764,3,53,Desk,Metal,Black,Urban,Winter,Online,12224,0
538,419,17,119,3,52,Desk,Metal,Brown,Rural,Fall,Online,2023,2
807,230,20,577,3,84,Desk,Wood,Green,Urban,Winter,Retail,11540,0
1314,158,20,1156,3,81,Desk,Metal,Brown,Suburban,Fall,Retail,23120,3
806,443,21,363,3,71,Desk,Glass,Black,Rural,Spring,Online,7623,2
728,396,9,332,3,68,Desk,Metal,Blue,Rural,Fall,Online,2988,1
1505,1246,25,259,3,77,Desk,Glass,Black,Urban,Spring,Retail,6475,3
304,225,25,79,3,66,Desk,Wood,Brown,Suburban,Fall,Retail,1975,0
670,416,25,254,3,58,Desk,Wood,Brown,Urban,Winter,Retail,6350,3
625,244,26,381,3,86,Desk,Glass,White,Urban,Winter,Retail,9906,1
666,303,29,363,3,67,Desk,Marble,Red,Urban,Summer,Online,10527,1
460,221,9,239,2,87,Desk,Metal,Blue,Urban,Fall,Retail,2151,0
782,387,30,395,3,65,Desk,Plastic,White,Suburban,Fall,Retail,11850,3
537,327,9,210,0,78,Desk,Glass,Blue,Rural,Fall,Online,1890,0
912,344,38,568,3,64,Desk,Wood,Red,Rural,Spring,Online,21584,3
476,262,8,214,4,33,Chair,Metal,Green,Suburban,Winter,Online,1712,3
779,266,44,513,3,59,Desk,Marble,Brown,Suburban,Winter,Online,22572,3
869,441,0,428,2,82,Desk,Metal,Black,Urban,Fall,Online,0,3
1107,406,0,701,2,26,Desk,Wood,Red,Suburban,Summer,Retail,0,1
343,235,8,108,10,78,Chair,Plastic,Green,Rural,Winter,Online,864,0
673,745,8,-72,5,46,Chair,Metal,Red,Urban,Spring,Retail,-576,1
285,202,8,83,10,26,Chair,Metal,Blue,Rural,Winter,Retail,664,2
752,325,8,427,1,39,Desk,Glass,Green,Urban,Summer,Online,3416,0
772,346,8,426,6,37,Desk,Plastic,Green,Suburban,Spring,Online,3408,1
896,328,5,568,2,58,Desk,Metal,Brown,Suburban,Summer,Retail,2840,1
1049,432,8,617,6,77,Desk,Metal,Blue,Suburban,Fall,Retail,4936,2
2540,925,6,1615,2,48,Desk,Wood,Brown,Rural,Winter,Retail,9690,2
937,368,8,569,4,69,Desk,Glass,Red,Urban,Spring,Online,4552,2
624,257,9,367,2,72,Desk,Wood,Green,Suburban,Fall,Online,3303,0
975,441,9,534,2,51,Desk,Metal,Brown,Suburban,Spring,Online,4806,3
443,216,9,227,2,48,Desk,Plastic,White,Urban,Spring,Retail,2043,3
505,245,8,260,4,47,Desk,Glass,Red,Rural,Summer,Retail,2080,0
415,285,10,130,2,56,Desk,Glass,Brown,Urban,Winter,Online,1300,2
457,231,10,226,2,26,Desk,Wood,Red,Urban,Winter,Online,2260,0
1095,386,8,709,4,48,Desk,Plastic,Red,Urban,Fall,Retail,5672,0
939,379,10,560,2,84,Desk,Metal,Brown,Suburban,Winter,Retail,5600,3
588,229,13,359,2,67,Desk,Plastic,Black,Rural,Spring,Online,4667,3
539,350,16,189,2,32,Desk,Wood,Blue,Suburban,Spring,Online,3024,0
930,360,16,570,2,65,Desk,Wood,Red,Rural,Spring,Online,9120,2
944,384,16,560,2,62,Desk,Marble,Blue,Rural,Winter,Retail,8960,2
1086,398,17,688,2,43,Desk,Marble,Black,Rural,Fall,Online,11696,1
533,207,8,326,2,50,Desk,Glass,Blue,Urban,Spring,Retail,2608,1
565,303,8,262,1,82,Dining Table,Glass,Green,Urban,Winter,Retail,2096,2
626,266,7,360,1,77,Desk,Glass,Blue,Urban,Fall,Online,2520,0
757,357,19,400,2,39,Desk,Marble,Brown,Urban,Winter,Online,7600,2
642,494,20,148,2,26,Desk,Glass,Brown,Rural,Fall,Online,2960,1
855,469,7,386,1,50,Desk,Metal,Red,Rural,Fall,Online,2702,3
756,217,20,539,2,54,Desk,Wood,Black,Suburban,Winter,Retail,10780,1
602,251,21,351,2,52,Desk,Marble,Red,Suburban,Winter,Online,7371,1
717,228,21,489,2,80,Desk,Marble,Brown,Rural,Spring,Online,10269,2
585,216,7,369,3,48,Desk,Metal,Red,Urban,Fall,Retail,2583,2
702,184,22,518,2,31,Desk,Plastic,Brown,Urban,Summer,Online,11396,1
507,255,23,252,2,41,Desk,Marble,Blue,Rural,Winter,Online,5796,2
503,206,7,297,6,29,Desk,Metal,Green,Suburban,Fall,Online,2079,1
517,227,7,290,3,38,Desk,Plastic,Blue,Rural,Spring,Retail,2030,2
558,255,24,303,2,41,Desk,Wood,White,Suburban,Winter,Online,7272,3
220,191,7,29,1,70,Desk,Plastic,Green,Suburban,Summer,Online,203,1
911,193,24,718,2,84,Desk,Wood,Black,Urban,Fall,Retail,17232,0
1121,445,7,676,1,77,Desk,Glass,Red,Suburban,Spring,Online,4732,1
384,204,25,180,2,86,Desk,Wood,Brown,Urban,Summer,Online,4500,1
1103,429,25,674,2,40,Desk,Glass,Black,Urban,Spring,Retail,16850,3
1063,206,26,857,2,83,Desk,Glass,Brown,Suburban,Summer,Online,22282,2
799,242,26,557,2,66,Desk,Wood,Blue,Rural,Winter,Retail,14482,0
1151,405,6,746,6,34,Desk,Metal,Green,Urban,Summer,Online,4476,0
1076,485,28,591,2,46,Desk,Wood,Black,Rural,Spring,Online,16548,1
703,250,28,453,2,28,Desk,Marble,Red,Rural,Fall,Retail,12684,1
1022,409,29,613,2,50,Desk,Marble,White,Rural,Winter,Retail,17777,2
629,275,0,354,1,24,Desk,Wood,Red,Urban,Summer,Online,0,2
1616,430,0,1186,1,39,Desk,Wood,Red,Suburban,Winter,Online,0,1
623,208,6,415,3,57,Desk,Plastic,Red,Rural,Spring,Retail,2490,0
518,456,1,62,1,77,Desk,Metal,Black,Suburban,Winter,Online,62,3
637,281,2,356,1,78,Desk,Marble,Green,Rural,Winter,Retail,712,3
712,376,5,336,1,65,Desk,Wood,White,Urban,Fall,Online,1680,
1241,328,5,913,1,59,Desk,Metal,Black,Suburban,Winter,Retail,4565,2
534,498,6,36,1,50,Desk,Glass,Black,Urban,Fall,Online,216,1
332,157,6,175,1,30,Desk,Wood,Green,Suburban,Spring,Retail,1050,0
569,299,6,270,2,80,Desk,Plastic,Red,Rural,Spring,Retail,1620,1
564,204,6,360,1,86,Desk,Metal,Red,Suburban,Winter,Retail,2160,3
979,220,6,759,0,35,Desk,Metal,Blue,Suburban,Spring,Online,4554,2
833,368,7,465,1,68,Desk,Marble,Brown,Urban,Winter,Retail,3255,3
2784,1382,10,1402,1,29,Desk,Wood,Brown,Urban,Winter,Retail,14020,3
662,231,11,431,1,68,Desk,Wood,Brown,Urban,Fall,Online,4741,0
893,292,4,601,2,52,Desk,Plastic,Green,Suburban,Winter,Online,2404,2
435,335,3,100,9,75,Chair,Metal,Red,Suburban,Fall,Online,500,0
529,256,12,273,1,35,Desk,Marble,Red,Urban,Fall,Online,3276,0
934,227,12,707,1,34,Desk,Wood,Brown,Suburban,Fall,Online,8484,3
629,252,12,377,1,24,Desk,Glass,White,Urban,Winter,Retail,4524,3
934,343,12,591,1,81,Desk,Marble,Blue,Suburban,Fall,Retail,7092,2
657,478,3,179,5,70,Desk,Glass,Green,Suburban,Winter,Online,895,2
649,279,3,370,5,46,Desk,Plastic,Red,Rural,Fall,Online,1850,1
1008,369,13,639,1,67,Desk,Metal,White,Rural,Summer,Retail,8307,2
1437,428,13,1009,1,58,Desk,Plastic,Brown,Rural,Summer,Retail,13117,1
1713,364,13,1349,1,56,Desk,Marble,Blue,Suburban,Summer,Retail,17537,0
286,226,14,60,1,90,Desk,Marble,Brown,Rural,Fall,Online,840,1
585,260,15,325,1,76,Desk,Glass,White,Rural,Fall,Online,4875,0
742,331,15,411,1,75,Desk,Metal,White,Urban,Winter,Retail,6165,0
498,179,3,319,0,48,Desk,Plastic,Red,Suburban,Summer,Online,1595,0
245,209,19,36,1,49,Desk,Metal,Black,Suburban,Summer,Retail,684,2
900,448,19,452,1,57,Desk,Marble,Brown,Suburban,Winter,Retail,8588,2
481,480,20,1,1,82,Desk,Metal,White,Rural,Fall,Online,20,3
1995,383,20,1612,1,70,Desk,Plastic,White,Rural,Fall,Retail,32240,3
765,316,3,449,0,46,Desk,Metal,Green,Suburban,Winter,Online,1347,1
681,279,3,402,5,73,Desk,Metal,Red,Suburban,Spring,Online,1206,2
975,388,23,587,1,57,Desk,Wood,Blue,Rural,Fall,Retail,13501,3
983,398,26,585,1,41,Desk,Plastic,Brown,Rural,Spring,Online,15210,0
556,267,28,289,1,59,Desk,Glass,Brown,Urban,Fall,Online,8092,0
1114,1008,3,106,2,68,Desk,Glass,Red,Suburban,Fall,Retail,318,1
468,226,29,242,1,30,Desk,Wood,Red,Urban,Fall,Online,7018,1
833,411,29,422,1,78,Desk,Wood,Blue,Suburban,Fall,Retail,12238,0
